country,year,sex,age,suicides_no,population
Romania,2007,female,15-24 years,24.0,1555447.0
Romania,2007,female,25-34 years,45.0,1686938.0
Romania,2007,female,35-54 years,159.0,3054484.0
Romania,2007,female,5-14 years,7.0,1084690.0
Romania,2007,female,55-74 years,144.0,2350957.0
Romania,2007,female,75+ years,67.0,791656.0
Romania,2007,male,15-24 years,136.0,1626508.0
Romania,2007,male,25-34 years,250.0,1769266.0
Romania,2007,male,35-54 years,851.0,3011852.0
Romania,2007,male,5-14 years,13.0,1141212.0
Romania,2007,male,55-74 years,596.0,1916195.0
Romania,2007,male,75+ years,138.0,485821.0
Romania,2008,female,15-24 years,30.0,1526352.0
Romania,2008,female,25-34 years,38.0,1674401.0
Romania,2008,female,35-54 years,133.0,3048866.0
Romania,2008,female,5-14 years,7.0,1069130.0
Romania,2008,female,55-74 years,175.0,2371605.0
Romania,2008,female,75+ years,63.0,815912.0
Romania,2008,male,15-24 years,174.0,1594080.0
Romania,2008,male,25-34 years,235.0,1758439.0
Romania,2008,male,35-54 years,840.0,3015279.0
Romania,2008,male,5-14 years,17.0,1125707.0
Romania,2008,male,55-74 years,604.0,1933448.0
Romania,2008,male,75+ years,156.0,500584.0
Romania,2009,female,15-24 years,39.0,1491923.0
Romania,2009,female,25-34 years,32.0,1658906.0
Romania,2009,female,35-54 years,131.0,3055180.0
Romania,2009,female,5-14 years,10.0,1054871.0
Romania,2009,female,55-74 years,124.0,2388417.0
Romania,2009,female,75+ years,53.0,838699.0
Romania,2009,male,15-24 years,163.0,1556450.0
Romania,2009,male,25-34 years,275.0,1744278.0
Romania,2009,male,35-54 years,940.0,3031317.0
Romania,2009,male,5-14 years,14.0,1111827.0
Romania,2009,male,55-74 years,646.0,1946544.0
Romania,2009,male,75+ years,159.0,512470.0
Romania,2010,female,15-24 years,38.0,1433832.0
Romania,2010,female,25-34 years,36.0,1649535.0
Romania,2010,female,35-54 years,147.0,3050480.0
Romania,2010,female,5-14 years,5.0,1050796.0
Romania,2010,female,55-74 years,177.0,2425485.0
Romania,2010,female,75+ years,59.0,861006.0
Romania,2010,male,15-24 years,177.0,1495092.0
Romania,2010,male,25-34 years,263.0,1734890.0
Romania,2010,male,35-54 years,995.0,3038553.0
Romania,2010,male,5-14 years,11.0,1107850.0
Romania,2010,male,55-74 years,704.0,1977886.0
Romania,2010,male,75+ years,154.0,523244.0
Romania,2011,female,15-24 years,30.0,1379354.0
Romania,2011,female,25-34 years,30.0,1635487.0
Romania,2011,female,35-54 years,117.0,3048485.0
Romania,2011,female,5-14 years,3.0,1046640.0
Romania,2011,female,55-74 years,152.0,2450665.0
Romania,2011,female,75+ years,62.0,884450.0
Romania,2011,male,15-24 years,186.0,1438023.0
Romania,2011,male,25-34 years,233.0,1719127.0
Romania,2011,male,35-54 years,896.0,3050462.0
Romania,2011,male,5-14 years,16.0,1104004.0
Romania,2011,male,55-74 years,668.0,2000334.0
Romania,2011,male,75+ years,143.0,534670.0
Romania,2012,female,15-24 years,27.0,1168598.0
Romania,2012,female,25-34 years,32.0,1373925.0
Romania,2012,female,35-54 years,112.0,2816257.0
Romania,2012,female,5-14 years,5.0,1043161.0
Romania,2012,female,55-74 years,135.0,2465486.0
Romania,2012,female,75+ years,42.0,927366.0
Romania,2012,male,15-24 years,156.0,1240383.0
Romania,2012,male,25-34 years,253.0,1438391.0
Romania,2012,male,35-54 years,903.0,2880956.0
Romania,2012,male,5-14 years,11.0,1100497.0
Romania,2012,male,55-74 years,667.0,2037178.0
Romania,2012,male,75+ years,152.0,549396.0
Romania,2013,female,15-24 years,22.0,1124343.0
Romania,2013,female,25-34 years,29.0,1355015.0
Romania,2013,female,35-54 years,119.0,2811283.0
Romania,2013,female,5-14 years,6.0,1038632.0
Romania,2013,female,55-74 years,135.0,2471792.0
Romania,2013,female,75+ years,53.0,952420.0
Romania,2013,male,15-24 years,134.0,1198610.0
Romania,2013,male,25-34 years,237.0,1438227.0
Romania,2013,male,35-54 years,830.0,2902422.0
Romania,2013,male,5-14 years,8.0,1096591.0
Romania,2013,male,55-74 years,676.0,2052427.0
Romania,2013,male,75+ years,158.0,561583.0
Romania,2014,female,15-24 years,14.0,1087344.0
Romania,2014,female,25-34 years,18.0,1335635.0
Romania,2014,female,35-54 years,91.0,2812215.0
Romania,2014,female,5-14 years,3.0,1035456.0
Romania,2014,female,55-74 years,138.0,2470673.0
Romania,2014,female,75+ years,58.0,976072.0
Romania,2014,male,15-24 years,125.0,1158355.0
Romania,2014,male,25-34 years,230.0,1430960.0
Romania,2014,male,35-54 years,705.0,2917749.0
Romania,2014,male,5-14 years,11.0,1094389.0
Romania,2014,male,55-74 years,644.0,2061013.0
Romania,2014,male,75+ years,172.0,572374.0
Romania,2015,female,15-24 years,15.0,1060311.0
Romania,2015,female,25-34 years,24.0,1307443.0
Romania,2015,female,35-54 years,104.0,2818504.0
Romania,2015,female,5-14 years,4.0,1029722.0
Romania,2015,female,55-74 years,129.0,2467460.0
Romania,2015,female,75+ years,66.0,991307.0
Romania,2015,male,15-24 years,123.0,1126484.0
Romania,2015,male,25-34 years,198.0,1398510.0
Romania,2015,male,35-54 years,734.0,2931496.0
Romania,2015,male,5-14 years,11.0,1088177.0
Romania,2015,male,55-74 years,631.0,2065830.0
Romania,2015,male,75+ years,189.0,578683.0
Romania,2016,female,15-24 years,14.0,1041307.0
Romania,2016,female,25-34 years,27.0,1264645.0
Romania,2016,female,35-54 years,96.0,2823207.0
Romania,2016,female,5-14 years,8.0,1020597.0
Romania,2016,female,55-74 years,112.0,2462909.0
Romania,2016,female,75+ years,61.0,997868.0
Romania,2016,male,15-24 years,91.0,1101638.0
Romania,2016,male,25-34 years,134.0,1359178.0
Romania,2016,male,35-54 years,632.0,2945568.0
Romania,2016,male,5-14 years,8.0,1078281.0
Romania,2016,male,55-74 years,615.0,2068747.0
Romania,2016,male,75+ years,171.0,579838.0
Russian Federation,1980,female,15-24 years,869.0,11983700.0
Russian Federation,1980,female,25-34 years,1203.0,11013000.0
Russian Federation,1980,female,35-54 years,3859.0,19316800.0
Russian Federation,1980,female,5-14 years,39.0,9507900.0
Russian Federation,1980,female,55-74 years,3076.0,14083800.0
Russian Federation,1980,female,75+ years,1103.0,3522000.0
Russian Federation,1980,male,15-24 years,4907.0,12517600.0
Russian Federation,1980,male,25-34 years,8676.0,11210400.0
Russian Federation,1980,male,35-54 years,17610.0,17229600.0
Russian Federation,1980,male,5-14 years,164.0,9809100.0
Russian Federation,1980,male,55-74 years,5425.0,6656600.0
Russian Federation,1980,male,75+ years,946.0,969900.0
Russian Federation,1981,female,15-24 years,762.0,11683700.0
Russian Federation,1981,female,25-34 years,1107.0,11509900.0
Russian Federation,1981,female,35-54 years,3669.0,18904700.0
Russian Federation,1981,female,5-14 years,28.0,9600900.0
Russian Federation,1981,female,55-74 years,3071.0,14356400.0
Russian Federation,1981,female,75+ years,1131.0,3656000.0
Russian Federation,1981,male,15-24 years,4521.0,12181200.0
Russian Federation,1981,male,25-34 years,8916.0,11700200.0
Russian Federation,1981,male,35-54 years,17355.0,17023600.0
Russian Federation,1981,male,5-14 years,127.0,9920000.0
Russian Federation,1981,male,55-74 years,5797.0,6936100.0
Russian Federation,1981,male,75+ years,1073.0,1006200.0
Russian Federation,1982,female,15-24 years,723.0,11364100.0
Russian Federation,1982,female,25-34 years,1179.0,11801000.0
Russian Federation,1982,female,35-54 years,3492.0,18668300.0
Russian Federation,1982,female,5-14 years,20.0,9734100.0
Russian Federation,1982,female,55-74 years,3265.0,14657200.0
Russian Federation,1982,female,75+ years,1187.0,3798300.0
Russian Federation,1982,male,15-24 years,4650.0,11820500.0
Russian Federation,1982,male,25-34 years,9468.0,11981400.0
Russian Federation,1982,male,35-54 years,17215.0,16915700.0
Russian Federation,1982,male,5-14 years,144.0,10071800.0
Russian Federation,1982,male,55-74 years,6236.0,7325500.0
Russian Federation,1982,male,75+ years,1084.0,1050400.0
Russian Federation,1983,female,15-24 years,,11005200.0
Russian Federation,1983,female,25-34 years,,12094400.0
Russian Federation,1983,female,35-54 years,,18439500.0
Russian Federation,1983,female,5-14 years,,9892900.0
Russian Federation,1983,female,55-74 years,,14973000.0
Russian Federation,1983,female,75+ years,,3940800.0
Russian Federation,1983,male,15-24 years,,11417700.0
Russian Federation,1983,male,25-34 years,,12278600.0
Russian Federation,1983,male,35-54 years,,16781400.0
Russian Federation,1983,male,5-14 years,,10247800.0
Russian Federation,1983,male,55-74 years,,7762200.0
Russian Federation,1983,male,75+ years,,1092700.0
Russian Federation,1984,female,15-24 years,,10643000.0
Russian Federation,1984,female,25-34 years,,12296900.0
Russian Federation,1984,female,35-54 years,,18322200.0
Russian Federation,1984,female,5-14 years,,10061100.0
Russian Federation,1984,female,55-74 years,,15265200.0
Russian Federation,1984,female,75+ years,,4064400.0
Russian Federation,1984,male,15-24 years,,11014400.0
Russian Federation,1984,male,25-34 years,,12513500.0
Russian Federation,1984,male,35-54 years,,16740200.0
Russian Federation,1984,male,5-14 years,,10418900.0
Russian Federation,1984,male,55-74 years,,8185300.0
Russian Federation,1984,male,75+ years,,1127400.0
Russian Federation,1985,female,15-24 years,585.0,10312400.0
Russian Federation,1985,female,25-34 years,1112.0,12432500.0
Russian Federation,1985,female,35-54 years,3170.0,18327900.0
Russian Federation,1985,female,5-14 years,36.0,10225700.0
Russian Federation,1985,female,55-74 years,3208.0,15484100.0
Russian Federation,1985,female,75+ years,1325.0,4187300.0
Russian Federation,1985,male,15-24 years,3533.0,10668200.0
Russian Federation,1985,male,25-34 years,8413.0,12680600.0
Russian Federation,1985,male,35-54 years,14891.0,16814300.0
Russian Federation,1985,male,5-14 years,171.0,10568800.0
Russian Federation,1985,male,55-74 years,6908.0,8551400.0
Russian Federation,1985,male,75+ years,1165.0,1163900.0
Russian Federation,1986,female,15-24 years,517.0,10038000.0
Russian Federation,1986,female,25-34 years,858.0,12574600.0
Russian Federation,1986,female,35-54 years,2468.0,18416900.0
Russian Federation,1986,female,5-14 years,31.0,10369700.0
Russian Federation,1986,female,55-74 years,3133.0,15620800.0
Russian Federation,1986,female,75+ years,1526.0,4322000.0
Russian Federation,1986,male,15-24 years,2524.0,10408800.0
Russian Federation,1986,male,25-34 years,5613.0,12837000.0
Russian Federation,1986,male,35-54 years,9815.0,16977100.0
Russian Federation,1986,male,5-14 years,186.0,10698500.0
Russian Federation,1986,male,55-74 years,5417.0,8850400.0
Russian Federation,1986,male,75+ years,1141.0,1206600.0
Russian Federation,1987,female,15-24 years,479.0,9845400.0
Russian Federation,1987,female,25-34 years,806.0,12633000.0
Russian Federation,1987,female,35-54 years,2383.0,18608100.0
Russian Federation,1987,female,5-14 years,38.0,10509200.0
Russian Federation,1987,female,55-74 years,3208.0,15674100.0
Russian Federation,1987,female,75+ years,1634.0,4476700.0
Russian Federation,1987,male,15-24 years,2315.0,10241300.0
Russian Federation,1987,male,25-34 years,5807.0,12907300.0
Russian Federation,1987,male,35-54 years,10040.0,17245900.0
Russian Federation,1987,male,5-14 years,195.0,10833800.0
Russian Federation,1987,male,55-74 years,5699.0,9103600.0
Russian Federation,1987,male,75+ years,1238.0,1255400.0
Russian Federation,1988,female,15-24 years,615.0,9717900.0
Russian Federation,1988,female,25-34 years,874.0,12617600.0
Russian Federation,1988,female,35-54 years,2378.0,18889400.0
Russian Federation,1988,female,5-14 years,58.0,10699300.0
Russian Federation,1988,female,55-74 years,3198.0,15638700.0
Russian Federation,1988,female,75+ years,1765.0,4606200.0
Russian Federation,1988,male,15-24 years,2427.0,10139300.0
Russian Federation,1988,male,25-34 years,6191.0,12893300.0
Russian Federation,1988,male,35-54 years,10621.0,17597600.0
Russian Federation,1988,male,5-14 years,256.0,11026800.0
Russian Federation,1988,male,55-74 years,5867.0,9275000.0
Russian Federation,1988,male,75+ years,1315.0,1301500.0
Russian Federation,1989,female,15-24 years,628.0,9650700.0
Russian Federation,1989,female,25-34 years,827.0,12470000.0
Russian Federation,1989,female,35-54 years,2326.0,19316700.0
Russian Federation,1989,female,5-14 years,48.0,10898600.0
Russian Federation,1989,female,55-74 years,3042.0,15522500.0
Russian Federation,1989,female,75+ years,1677.0,4738100.0
Russian Federation,1989,male,15-24 years,2581.0,10073900.0
Russian Federation,1989,male,25-34 years,6856.0,12748800.0
Russian Federation,1989,male,35-54 years,12030.0,18058500.0
Russian Federation,1989,male,5-14 years,263.0,11233200.0
Russian Federation,1989,male,55-74 years,6250.0,9383700.0
Russian Federation,1989,male,75+ years,1393.0,1349100.0
Russian Federation,1990,female,15-24 years,641.0,9649700.0
Russian Federation,1990,female,25-34 years,910.0,12197600.0
Russian Federation,1990,female,35-54 years,2467.0,19730400.0
Russian Federation,1990,female,5-14 years,52.0,11049400.0
Russian Federation,1990,female,55-74 years,3064.0,15534000.0
Russian Federation,1990,female,75+ years,1608.0,4847400.0
Russian Federation,1990,male,15-24 years,2874.0,10059700.0
Russian Federation,1990,male,25-34 years,6868.0,12477900.0
Russian Federation,1990,male,35-54 years,12517.0,18495100.0
Russian Federation,1990,male,5-14 years,260.0,11397000.0
Russian Federation,1990,male,55-74 years,6401.0,9577500.0
Russian Federation,1990,male,75+ years,1366.0,1382500.0
Russian Federation,1991,female,15-24 years,642.0,9697300.0
Russian Federation,1991,female,25-34 years,888.0,11901200.0
Russian Federation,1991,female,35-54 years,2429.0,19987200.0
Russian Federation,1991,female,5-14 years,65.0,11204500.0
Russian Federation,1991,female,55-74 years,2926.0,15781500.0
Russian Federation,1991,female,75+ years,1510.0,4831000.0
Russian Federation,1991,male,15-24 years,2984.0,10112700.0
Russian Federation,1991,male,25-34 years,6901.0,12157500.0
Russian Federation,1991,male,35-54 years,12746.0,18782900.0
Russian Federation,1991,male,5-14 years,298.0,11561800.0
Russian Federation,1991,male,55-74 years,6566.0,9894400.0
Russian Federation,1991,male,75+ years,1326.0,1371000.0
Russian Federation,1992,female,15-24 years,704.0,9791500.0
Russian Federation,1992,female,25-34 years,990.0,11561000.0
Russian Federation,1992,female,35-54 years,2768.0,20093200.0
Russian Federation,1992,female,5-14 years,76.0,11376200.0
Russian Federation,1992,female,55-74 years,3133.0,16206600.0
Russian Federation,1992,female,75+ years,1458.0,4741300.0
Russian Federation,1992,male,15-24 years,3447.0,10235100.0
Russian Federation,1992,male,25-34 years,7958.0,11773600.0
Russian Federation,1992,male,35-54 years,15824.0,18933500.0
Russian Federation,1992,male,5-14 years,318.0,11747200.0
Russian Federation,1992,male,55-74 years,8014.0,10319200.0
Russian Federation,1992,male,75+ years,1233.0,1340500.0
Russian Federation,1993,female,15-24 years,785.0,9824100.0
Russian Federation,1993,female,25-34 years,1154.0,11063800.0
Russian Federation,1993,female,35-54 years,3163.0,20012400.0
Russian Federation,1993,female,5-14 years,93.0,11376500.0
Russian Federation,1993,female,55-74 years,3433.0,16579000.0
Russian Federation,1993,female,75+ years,1468.0,4615000.0
Russian Federation,1993,male,15-24 years,4347.0,10306400.0
Russian Federation,1993,male,25-34 years,9328.0,11260400.0
Russian Federation,1993,male,35-54 years,20256.0,18908000.0
Russian Federation,1993,male,5-14 years,337.0,11763700.0
Russian Federation,1993,male,55-74 years,10118.0,10681300.0
Russian Federation,1993,male,75+ years,1364.0,1302200.0
Russian Federation,1994,female,15-24 years,915.0,10036800.0
Russian Federation,1994,female,25-34 years,1198.0,10708700.0
Russian Federation,1994,female,35-54 years,3257.0,20124300.0
Russian Federation,1994,female,5-14 years,75.0,11447200.0
Russian Federation,1994,female,55-74 years,3489.0,16977700.0
Russian Federation,1994,female,75+ years,1454.0,4526500.0
Russian Federation,1994,male,15-24 years,5177.0,10518500.0
Russian Federation,1994,male,25-34 years,10310.0,10947200.0
Russian Federation,1994,male,35-54 years,22338.0,19044200.0
Russian Federation,1994,male,5-14 years,364.0,11857400.0
Russian Federation,1994,male,55-74 years,11431.0,11006300.0
Russian Federation,1994,male,75+ years,1412.0,1281400.0
Russian Federation,1995,female,15-24 years,1003.0,10253200.0
Russian Federation,1995,female,25-34 years,1179.0,10375900.0
Russian Federation,1995,female,35-54 years,3328.0,20339300.0
Russian Federation,1995,female,5-14 years,78.0,11419400.0
Russian Federation,1995,female,55-74 years,3499.0,17293700.0
Russian Federation,1995,female,75+ years,1546.0,4436700.0
Russian Federation,1995,male,15-24 years,5733.0,10678300.0
Russian Federation,1995,male,25-34 years,9787.0,10700700.0
Russian Federation,1995,male,35-54 years,21706.0,19249600.0
Russian Federation,1995,male,5-14 years,355.0,11854400.0
Russian Federation,1995,male,55-74 years,11152.0,11227000.0
Russian Federation,1995,male,75+ years,1182.0,1258900.0
Russian Federation,1996,female,15-24 years,904.0,10409100.0
Russian Federation,1996,female,25-34 years,1127.0,10062400.0
Russian Federation,1996,female,35-54 years,2953.0,20618800.0
Russian Federation,1996,female,5-14 years,78.0,11267400.0
Russian Federation,1996,female,55-74 years,3205.0,17502200.0
Russian Federation,1996,female,75+ years,1418.0,4369100.0
Russian Federation,1996,male,15-24 years,5784.0,10772000.0
Russian Federation,1996,male,25-34 years,9214.0,10443600.0
Russian Federation,1996,male,35-54 years,20562.0,19507100.0
Russian Federation,1996,male,5-14 years,320.0,11716700.0
Russian Federation,1996,male,55-74 years,10754.0,11361400.0
Russian Federation,1996,male,75+ years,1192.0,1242800.0
Russian Federation,1997,female,15-24 years,945.0,10556600.0
Russian Federation,1997,female,25-34 years,1050.0,9833800.0
Russian Federation,1997,female,35-54 years,2819.0,21047500.0
Russian Federation,1997,female,5-14 years,76.0,10988200.0
Russian Federation,1997,female,55-74 years,3180.0,17453600.0
Russian Federation,1997,female,75+ years,1424.0,4360900.0
Russian Federation,1997,male,15-24 years,5780.0,10874000.0
Russian Federation,1997,male,25-34 years,8222.0,10242100.0
Russian Federation,1997,male,35-54 years,18973.0,19913400.0
Russian Federation,1997,male,5-14 years,346.0,11444500.0
Russian Federation,1997,male,55-74 years,10726.0,11327500.0
Russian Federation,1997,male,75+ years,1205.0,1241100.0
Russian Federation,1998,female,15-24 years,927.0,10752700.0
Russian Federation,1998,female,25-34 years,902.0,9685600.0
Russian Federation,1998,female,35-54 years,2715.0,21695000.0
Russian Federation,1998,female,5-14 years,79.0,10548900.0
Russian Federation,1998,female,55-74 years,2917.0,17046200.0
Russian Federation,1998,female,75+ years,1431.0,4434700.0
Russian Federation,1998,male,15-24 years,5729.0,11040600.0
Russian Federation,1998,male,25-34 years,7634.0,10104200.0
Russian Federation,1998,male,35-54 years,18058.0,20487900.0
Russian Federation,1998,male,5-14 years,333.0,11006800.0
Russian Federation,1998,male,55-74 years,9683.0,11058100.0
Russian Federation,1998,male,75+ years,1110.0,1261400.0
Russian Federation,1999,female,15-24 years,1080.0,10957600.0
Russian Federation,1999,female,25-34 years,1041.0,9616300.0
Russian Federation,1999,female,35-54 years,3128.0,22337800.0
Russian Federation,1999,female,5-14 years,98.0,10037400.0
Russian Federation,1999,female,55-74 years,3072.0,16457600.0
Russian Federation,1999,female,75+ years,1490.0,4569600.0
Russian Federation,1999,male,15-24 years,6120.0,11232900.0
Russian Federation,1999,male,25-34 years,8101.0,10022400.0
Russian Federation,1999,male,35-54 years,20705.0,21016400.0
Russian Federation,1999,male,5-14 years,402.0,10490300.0
Russian Federation,1999,male,55-74 years,10609.0,10669100.0
Russian Federation,1999,male,75+ years,1128.0,1310400.0
Russian Federation,2000,female,15-24 years,1015.0,11120027.0
Russian Federation,2000,female,25-34 years,1027.0,9648389.0
Russian Federation,2000,female,35-54 years,2926.0,22830770.0
Russian Federation,2000,female,5-14 years,103.0,9543220.0
Russian Federation,2000,female,55-74 years,2646.0,15887955.0
Russian Federation,2000,female,75+ years,1382.0,4729070.0
Russian Federation,2000,male,15-24 years,6578.0,11393600.0
Russian Federation,2000,male,25-34 years,8654.0,10025181.0
Russian Federation,2000,male,35-54 years,21063.0,21378098.0
Russian Federation,2000,male,5-14 years,404.0,9986252.0
Russian Federation,2000,male,55-74 years,9656.0,10282841.0
Russian Federation,2000,male,75+ years,1165.0,1380292.0
Russian Federation,2001,female,15-24 years,1065.0,11270161.0
Russian Federation,2001,female,25-34 years,1087.0,9733290.0
Russian Federation,2001,female,35-54 years,2920.0,23046634.0
Russian Federation,2001,female,5-14 years,114.0,8998521.0
Russian Federation,2001,female,55-74 years,2471.0,15506563.0
Russian Federation,2001,female,75+ years,1349.0,4919708.0
Russian Federation,2001,male,15-24 years,6945.0,11547645.0
Russian Federation,2001,male,25-34 years,8886.0,10078045.0
Russian Federation,2001,male,35-54 years,21262.0,21476420.0
Russian Federation,2001,male,5-14 years,389.0,9428879.0
Russian Federation,2001,male,55-74 years,9234.0,10030533.0
Russian Federation,2001,male,75+ years,1236.0,1485110.0
Russian Federation,2002,female,15-24 years,1054.0,11425220.0
Russian Federation,2002,female,25-34 years,1086.0,9838656.0
Russian Federation,2002,female,35-54 years,2910.0,22995821.0
Russian Federation,2002,female,5-14 years,83.0,8396266.0
Russian Federation,2002,female,55-74 years,2472.0,15292297.0
Russian Federation,2002,female,75+ years,1452.0,5126645.0
Russian Federation,2002,male,15-24 years,6667.0,11714752.0
Russian Federation,2002,male,25-34 years,8696.0,10156286.0
Russian Federation,2002,male,35-54 years,20119.0,21320535.0
Russian Federation,2002,male,5-14 years,338.0,8810074.0
Russian Federation,2002,male,55-74 years,8850.0,9892090.0
Russian Federation,2002,male,75+ years,1297.0,1622258.0
Russian Federation,2003,female,15-24 years,969.0,11942216.0
Russian Federation,2003,female,25-34 years,1050.0,10257511.0
Russian Federation,2003,female,35-54 years,2718.0,23024470.0
Russian Federation,2003,female,5-14 years,79.0,7960126.0
Russian Federation,2003,female,55-74 years,2214.0,15243314.0
Russian Federation,2003,female,75+ years,1420.0,5170321.0
Russian Federation,2003,male,15-24 years,6134.0,12256012.0
Russian Federation,2003,male,25-34 years,8085.0,10260634.0
Russian Federation,2003,male,35-54 years,18681.0,21007346.0
Russian Federation,2003,male,5-14 years,284.0,8328381.0
Russian Federation,2003,male,55-74 years,8314.0,9920853.0
Russian Federation,2003,male,75+ years,1497.0,1648684.0
Russian Federation,2004,female,15-24 years,992.0,12088752.0
Russian Federation,2004,female,25-34 years,1042.0,10494419.0
Russian Federation,2004,female,35-54 years,2668.0,22956701.0
Russian Federation,2004,female,5-14 years,73.0,7572781.0
Russian Federation,2004,female,55-74 years,2029.0,15236313.0
Russian Federation,2004,female,75+ years,1398.0,5370057.0
Russian Federation,2004,male,15-24 years,5891.0,12425537.0
Russian Federation,2004,male,25-34 years,7955.0,10461766.0
Russian Federation,2004,male,35-54 years,17465.0,20843896.0
Russian Federation,2004,male,5-14 years,288.0,7919935.0
Russian Federation,2004,male,55-74 years,7715.0,9924764.0
Russian Federation,2004,male,75+ years,1580.0,1776778.0
Russian Federation,2005,female,15-24 years,904.0,12011488.0
Russian Federation,2005,female,25-34 years,992.0,10640505.0
Russian Federation,2005,female,35-54 years,2311.0,22722081.0
Russian Federation,2005,female,5-14 years,69.0,7138064.0
Russian Federation,2005,female,55-74 years,1884.0,15297324.0
Russian Federation,2005,female,75+ years,1304.0,5535287.0
Russian Federation,2005,male,15-24 years,5750.0,12357989.0
Russian Federation,2005,male,25-34 years,7796.0,10578048.0
Russian Federation,2005,male,35-54 years,15843.0,20550405.0
Russian Federation,2005,male,5-14 years,206.0,7467908.0
Russian Federation,2005,male,55-74 years,7144.0,9977150.0
Russian Federation,2005,male,75+ years,1599.0,1885942.0
Russian Federation,2006,female,15-24 years,869.0,11819245.0
Russian Federation,2006,female,25-34 years,974.0,10784340.0
Russian Federation,2006,female,35-54 years,2189.0,22545749.0
Russian Federation,2006,female,5-14 years,75.0,6808787.0
Russian Federation,2006,female,55-74 years,1719.0,15405634.0
Russian Federation,2006,female,75+ years,1401.0,5646287.0
Russian Federation,2006,male,15-24 years,5319.0,12174930.0
Russian Federation,2006,male,25-34 years,7584.0,10691395.0
Russian Federation,2006,male,35-54 years,14020.0,20336306.0
Russian Federation,2006,male,5-14 years,201.0,7123987.0
Russian Federation,2006,male,55-74 years,6562.0,10054153.0
Russian Federation,2006,male,75+ years,1701.0,1966649.0
Russian Federation,2007,female,15-24 years,949.0,11502702.0
Russian Federation,2007,female,25-34 years,1051.0,10944247.0
Russian Federation,2007,female,35-54 years,2176.0,22379725.0
Russian Federation,2007,female,5-14 years,69.0,6605348.0
Russian Federation,2007,female,55-74 years,1738.0,15620091.0
Russian Federation,2007,female,75+ years,1358.0,5710937.0
Russian Federation,2007,male,15-24 years,5257.0,11862129.0
Russian Federation,2007,male,25-34 years,7483.0,10843276.0
Russian Federation,2007,male,35-54 years,13065.0,20173873.0
Russian Federation,2007,male,5-14 years,192.0,6911384.0
Russian Federation,2007,male,55-74 years,6151.0,10209479.0
Russian Federation,2007,male,75+ years,1660.0,2015773.0
Russian Federation,2008,female,15-24 years,916.0,11025088.0
Russian Federation,2008,female,25-34 years,981.0,11179123.0
Russian Federation,2008,female,35-54 years,2040.0,22229346.0
Russian Federation,2008,female,5-14 years,90.0,6539687.0
Russian Federation,2008,female,55-74 years,1613.0,15906813.0
Russian Federation,2008,female,75+ years,1285.0,5714841.0
Russian Federation,2008,male,15-24 years,4863.0,11377099.0
Russian Federation,2008,male,25-34 years,6860.0,11091377.0
Russian Federation,2008,male,35-54 years,11848.0,20041975.0
Russian Federation,2008,male,5-14 years,148.0,6848169.0
Russian Federation,2008,male,55-74 years,5855.0,10403205.0
Russian Federation,2008,male,75+ years,1712.0,2029226.0
Russian Federation,2009,female,15-24 years,839.0,10472951.0
Russian Federation,2009,female,25-34 years,986.0,11440839.0
Russian Federation,2009,female,35-54 years,1930.0,22050450.0
Russian Federation,2009,female,5-14 years,78.0,6552868.0
Russian Federation,2009,female,55-74 years,1519.0,16287675.0
Russian Federation,2009,female,75+ years,1133.0,5657810.0
Russian Federation,2009,male,15-24 years,4632.0,10819693.0
Russian Federation,2009,male,25-34 years,7233.0,11373727.0
Russian Federation,2009,male,35-54 years,11721.0,19901557.0
Russian Federation,2009,male,5-14 years,166.0,6869835.0
Russian Federation,2009,male,55-74 years,5637.0,10645241.0
Russian Federation,2009,male,75+ years,1534.0,2012787.0
Russian Federation,2010,female,15-24 years,763.0,10241329.0
Russian Federation,2010,female,25-34 years,893.0,11473939.0
Russian Federation,2010,female,35-54 years,1680.0,21894031.0
Russian Federation,2010,female,5-14 years,64.0,6682338.0
Russian Federation,2010,female,55-74 years,1354.0,16921727.0
Russian Federation,2010,female,75+ years,1041.0,5711389.0
Russian Federation,2010,male,15-24 years,3934.0,10546669.0
Russian Federation,2010,male,25-34 years,6508.0,11398127.0
Russian Federation,2010,male,35-54 years,10304.0,19786280.0
Russian Federation,2010,male,5-14 years,131.0,7012170.0
Russian Federation,2010,male,55-74 years,5178.0,11174530.0
Russian Federation,2010,male,75+ years,1506.0,2023458.0
Russian Federation,2011,female,15-24 years,740.0,9723773.0
Russian Federation,2011,female,25-34 years,843.0,11638171.0
Russian Federation,2011,female,35-54 years,1515.0,21733089.0
Russian Federation,2011,female,5-14 years,67.0,6720399.0
Russian Federation,2011,female,55-74 years,1300.0,17200185.0
Russian Federation,2011,female,75+ years,1103.0,5829088.0
Russian Federation,2011,male,15-24 years,3569.0,10070836.0
Russian Federation,2011,male,25-34 years,6011.0,11598196.0
Russian Federation,2011,male,35-54 years,9411.0,19684905.0
Russian Federation,2011,male,5-14 years,102.0,7052757.0
Russian Federation,2011,male,55-74 years,4892.0,11401026.0
Russian Federation,2011,male,75+ years,1485.0,2093449.0
Russian Federation,2012,female,15-24 years,627.0,9131383.0
Russian Federation,2012,female,25-34 years,866.0,11827264.0
Russian Federation,2012,female,35-54 years,1572.0,21564691.0
Russian Federation,2012,female,5-14 years,65.0,6819793.0
Russian Federation,2012,female,55-74 years,1229.0,17375445.0
